cogOTU_2325	4QFWV	1	Loc090402-8-9m_megahit_metabat_bin-0382	00003	3.1e-06	20.6	0.0	4.3e-06	20.1	0.0	1.2	1	hypothetical protein
cogOTU_2325	4QE8P	1	Loc080925-4-5m_megahit_metabat_bin-0747	00036	3e-05	17.9	1.7	4.1e-05	17.5	1.7	1.3	1	hypothetical protein
cogOTU_2325	4QE8P	1	Loc081215-1m_megahit_metabat_bin-1150	00008	3e-05	17.9	1.7	4.1e-05	17.5	1.7	1.3	1	hypothetical protein
cogOTU_2325	4QE8P	1	Loc081215-9m_megahit_metabat_bin-1266	00016	3e-05	17.9	1.7	4.1e-05	17.5	1.7	1.3	1	hypothetical protein
cogOTU_2325	4QCWK	1	Loc081215-1m_megahit_metabat_bin-1150	00026	1.6e-12	41.1	0.2	5.6e-07	22.9	0.1	2.1	2	hypothetical protein
cogOTU_2325	4QCWK	1	Loc080925-4-5m_megahit_metabat_bin-0747	00035	2e-12	40.7	0.2	6.7e-07	22.6	0.1	2.1	2	hypothetical protein
cogOTU_2325	4QCWK	1	Loc081215-9m_megahit_metabat_bin-1266	00015	2e-12	40.7	0.2	6.7e-07	22.6	0.1	2.1	2	hypothetical protein
cogOTU_2325	4QAZF	1	Loc080925-4-5m_megahit_metabat_bin-0747	00028	7.7e-28	92.4	0.0	7.8e-28	92.4	0.0	1.1	1	hypothetical protein
cogOTU_2325	4QAZF	1	Loc081215-1m_megahit_metabat_bin-1150	00019	7.7e-28	92.4	0.0	7.8e-28	92.4	0.0	1.1	1	hypothetical protein
cogOTU_2325	4QAZF	1	Loc081215-9m_megahit_metabat_bin-1266	00010	7.7e-28	92.4	0.0	7.8e-28	92.4	0.0	1.1	1	hypothetical protein
cogOTU_2325	4QGUS	1	Loc081215-9m_megahit_metabat_bin-1871	00002	0.0012	11.3	0.2	0.0012	11.2	0.2	1.1	1	hypothetical protein
cogOTU_2325	4QFZF	1	Loclat_megahit_metabat_bin-19049	00016	0.0093	7.7	10.0	0.011	7.5	10.0	1.0	1	hypothetical protein
cogOTU_2325	4QBY2	1	Loc080925-4-5m_megahit_metabat_bin-0747	00027	0.00056	13.2	0.0	0.00075	12.8	0.0	1.3	1	hypothetical protein
cogOTU_2325	4QBY2	1	Loc081215-1m_megahit_metabat_bin-1150	00018	0.00056	13.2	0.0	0.00075	12.8	0.0	1.3	1	hypothetical protein
cogOTU_2325	4QBY2	1	Loc081215-9m_megahit_metabat_bin-1266	00009	0.00056	13.2	0.0	0.00075	12.8	0.0	1.3	1	hypothetical protein
cogOTU_2325	4QEKW	1	Loc081215-1m_megahit_metabat_bin-1150	00026	0.00078	12.2	0.0	0.0011	11.7	0.0	1.2	1	hypothetical protein
cogOTU_2325	4QEKW	1	Loc080925-4-5m_megahit_metabat_bin-0747	00035	0.00079	12.1	0.0	0.0011	11.7	0.0	1.2	1	hypothetical protein
cogOTU_2325	4QEKW	1	Loc081215-9m_megahit_metabat_bin-1266	00015	0.00079	12.1	0.0	0.0011	11.7	0.0	1.2	1	hypothetical protein
cogOTU_2325	4QFP5	1	Loc080925-4-5m_megahit_metabat_bin-0747	00008	2.9e-36	118.8	0.2	5.8e-20	65.0	0.3	2.4	2	hypothetical protein
cogOTU_2325	4QFP5	1	Loc081215-9m_megahit_metabat_bin-1266	00031	3.7e-36	118.5	0.2	7.6e-20	64.7	0.3	2.4	2	hypothetical protein
cogOTU_2325	4QFP5	1	Loc080925-4m_megahit_metabat_bin-0090	00012	6.9e-36	117.6	0.6	6.3e-20	64.9	0.4	2.1	2	hypothetical protein
cogOTU_2325	4QFP5	1	Loc080925-4m_megahit_metabat_bin-0090	00007	3.6e-34	111.9	1.2	4.1e-18	59.0	0.4	2.6	2	hypothetical protein
cogOTU_2325	4QFP5	1	Loc080925-4m_megahit_metabat_bin-0090	00001	1.2e-28	93.7	0.1	3.9e-20	65.6	0.2	2.1	2	hypothetical protein
cogOTU_2325	4QFP5	1	Loclat_megahit_metabat_bin-19049	00009	4.4e-21	68.7	0.3	5.7e-21	68.4	0.3	1.0	1	hypothetical protein
cogOTU_2325	4QFP5	1	Loc081215-8m_megahit_metabat_bin-0586	00012	4.1e-16	52.3	0.0	5.3e-16	52.0	0.0	1.1	1	hypothetical protein
cogOTU_2325	4QFP5	1	Loclat_megahit_metabat_bin-16166	00003	2.1e-15	50.0	0.0	2.5e-15	49.8	0.0	1.0	1	hypothetical protein
cogOTU_2325	4QBH4	1	Loc081215-9m_megahit_metabat_bin-1871	00008	0.0011	12.2	0.0	0.0019	11.4	0.0	1.4	1	hypothetical protein
cogOTU_2325	4QGJ9	1	Loc090402-8-9m_megahit_metabat_bin-0382	00003	0.00026	14.5	0.0	0.00033	14.1	0.0	1.2	1	hypothetical protein
cogOTU_2325	4QFNJ	1	Loc080925-4m_megahit_metabat_bin-0090	00012	3.4e-97	320.2	0.4	7.8e-78	256.3	0.1	2.0	2	hypothetical protein
cogOTU_2325	4QFNJ	1	Loc080925-4m_megahit_metabat_bin-0090	00007	1.7e-95	314.6	1.0	2.2e-78	258.1	0.3	2.0	2	hypothetical protein
cogOTU_2325	4QFNJ	1	Loc081215-9m_megahit_metabat_bin-1266	00031	2.4e-94	310.8	0.9	1.4e-77	255.4	0.3	2.0	2	hypothetical protein
