cogOTU_261	4QB79	1	Loc080925-4-5m_megahit_metabat_bin-0911	00052	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loc080925-4m_megahit_metabat_bin-0665	00025	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loc081215-1m_megahit_metabat_bin-0377	00068	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loc081215-4m_megahit_metabat_bin-2202	00011	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loc081215-5m_megahit_metabat_bin-1618	00031	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loc081215-6m_megahit_metabat_bin-0933	00027	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loc081215-8m_megahit_metabat_bin-0477	00050	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loc081215-9m_megahit_metabat_bin-0444	00014	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QB79	1	Loclat_megahit_metabat_bin-18568	00007	5.2e-07	24.5	0.0	8.9e-07	23.7	0.0	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc080925-5m_megahit_metabat_bin-0190	00020	0.0013	13.4	0.1	0.0026	12.4	0.1	1.5	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc080925-4-5m_megahit_metabat_bin-0911	00025	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc080925-4m_megahit_metabat_bin-0665	00045	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc081215-1m_megahit_metabat_bin-0377	00022	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc081215-5m_megahit_metabat_bin-1618	00071	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc081215-6m_megahit_metabat_bin-0933	00065	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc081215-8m_megahit_metabat_bin-0477	00004	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loc081215-9m_megahit_metabat_bin-0444	00033	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QFUP	1	Loclat_megahit_metabat_bin-18568	00053	0.0014	13.3	0.1	0.0028	12.3	0.1	1.4	1	hypothetical protein
cogOTU_261	4QHI6	1	Loc080925-4m_megahit_metabat_bin-0665	00044	0.0035	12.3	0.0	0.0035	12.3	0.0	3.4	1	hypothetical protein
cogOTU_261	4QHI6	1	Loc080925-4-5m_megahit_metabat_bin-0911	00026	0.0043	12.0	0.0	0.0043	12.0	0.0	3.2	1	hypothetical protein
cogOTU_261	4QHI6	1	Loc081215-1m_megahit_metabat_bin-0377	00021	0.0043	12.0	0.0	0.0043	12.0	0.0	3.2	1	hypothetical protein
cogOTU_261	4QHI6	1	Loc081215-4m_megahit_metabat_bin-2202	00064	0.0043	12.0	0.0	0.0043	12.0	0.0	3.2	1	hypothetical protein
cogOTU_261	4QHI6	1	Loc081215-8m_megahit_metabat_bin-0477	00003	0.0043	12.0	0.0	0.0043	12.0	0.0	3.2	1	hypothetical protein
cogOTU_261	4QHI6	1	Loclat_megahit_metabat_bin-18568	00054	0.0043	12.0	0.0	0.0043	12.0	0.0	3.2	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc080925-4-5m_megahit_metabat_bin-0911	00052	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc080925-4m_megahit_metabat_bin-0665	00025	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc081215-1m_megahit_metabat_bin-0377	00068	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc081215-4m_megahit_metabat_bin-2202	00011	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc081215-5m_megahit_metabat_bin-1618	00031	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc081215-6m_megahit_metabat_bin-0933	00027	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc081215-8m_megahit_metabat_bin-0477	00050	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loc081215-9m_megahit_metabat_bin-0444	00014	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QCAU	1	Loclat_megahit_metabat_bin-18568	00007	1.7e-10	36.0	2.2	3.6e-10	35.0	2.2	1.5	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc080925-4-5m_megahit_metabat_bin-0911	00043	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc080925-4m_megahit_metabat_bin-0665	00016	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc081215-1m_megahit_metabat_bin-0377	00004	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc081215-4m_megahit_metabat_bin-2202	00002	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc081215-5m_megahit_metabat_bin-1618	00040	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc081215-6m_megahit_metabat_bin-0933	00018	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc081215-8m_megahit_metabat_bin-0477	00059	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loc081215-9m_megahit_metabat_bin-0444	00023	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QD9Y	1	Loclat_megahit_metabat_bin-18568	00071	1.3e-10	35.6	0.2	5.7e-09	30.2	0.2	2.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loc080925-4-5m_megahit_metabat_bin-0911	00020	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loc081215-1m_megahit_metabat_bin-0377	00027	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loc081215-4m_megahit_metabat_bin-2202	00056	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loc081215-5m_megahit_metabat_bin-1618	00066	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loc081215-6m_megahit_metabat_bin-0933	00060	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loc081215-8m_megahit_metabat_bin-0477	00009	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loc081215-9m_megahit_metabat_bin-0444	00038	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QET5	1	Loclat_megahit_metabat_bin-18568	00048	1.6e-07	26.5	0.1	1.8e-07	26.4	0.1	1.1	1	hypothetical protein
cogOTU_261	4QCCB	1	Loc080925-4-5m_megahit_metabat_bin-0911	00003	0.0053	11.9	0.0	0.0066	11.6	0.0	1.2	1	hypothetical protein
cogOTU_261	4QCCB	1	Loc081215-1m_megahit_metabat_bin-0377	00044	0.0053	11.9	0.0	0.0066	11.6	0.0	1.2	1	hypothetical protein
cogOTU_261	4QCCB	1	Loc081215-4m_megahit_metabat_bin-2202	00037	0.0053	11.9	0.0	0.0066	11.6	0.0	1.2	1	hypothetical protein
cogOTU_261	4QCCB	1	Loc081215-6m_megahit_metabat_bin-0933	00041	0.0053	11.9	0.0	0.0066	11.6	0.0	1.2	1	hypothetical protein
cogOTU_261	4QCCB	1	Loc081215-8m_megahit_metabat_bin-0477	00026	0.0053	11.9	0.0	0.0066	11.6	0.0	1.2	1	hypothetical protein
cogOTU_261	4QCCB	1	Loc081215-9m_megahit_metabat_bin-0991	00005	0.0053	11.9	0.0	0.0066	11.6	0.0	1.2	1	hypothetical protein
cogOTU_261	4QCCB	1	Loclat_megahit_metabat_bin-18568	00031	0.0053	11.9	0.0	0.0066	11.6	0.0	1.2	1	hypothetical protein
